CryoSleep,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,HomePlanet_Europa,HomePlanet_Mars,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,Cabin_deck_B,Cabin_deck_C,Cabin_deck_D,Cabin_deck_E,Cabin_deck_F,Cabin_deck_G,Cabin_deck_T
1,-1.5891254943172337,0,-0.333085499564472,-0.28101056606905545,-0.28356232129873415,-0.270610338071121,-0.2629881601274122,0,False,False,False,True,False,False,False,False,False,True,False
0,-0.12483373411566513,0,-0.333085499564472,-0.28101056606905545,0.669603517508098,-0.2688334488311075,-0.14748075460888785,0,False,False,False,True,False,False,False,False,True,False,False
0,-0.5432028084589704,0,2.3057483072744,-0.2778773229506428,-0.2551345682115128,-0.270610338071121,-0.2629881601274122,0,False,True,False,True,False,False,True,False,False,False,False
1,-0.4037464503445353,0,-0.333085499564472,-0.28101056606905545,-0.28356232129873415,-0.270610338071121,-0.2629881601274122,0,False,False,False,True,False,False,False,False,False,True,False
0,0.15407898211320506,0,0.5177605127381363,-0.28101056606905545,0.26158164966798036,-0.270610338071121,-0.2629881601274122,0,False,False,False,True,False,False,False,False,False,True,False
0,-2.007494568660539,0,-0.333085499564472,-0.28101056606905545,-0.28356232129873415,-0.270610338071121,-0.2629881601274122,1,False,False,False,True,False,False,False,False,False,True,False
0,0.22380716117042262,0,-0.333085499564472,-0.02408463035921979,-0.27352899667971486,3.2200885739353438,0.41065808274398197,0,True,False,False,True,False,False,False,False,False,True,False
0,0.7816325936281631,0,-0.333085499564472,-0.07358987163013934,-0.28356232129873415,-0.270610338071121,1.2245003368935852,0,True,False,False,True,True,False,False,False,False,False,False
0,0.9210889517425981,0,3.0112540754826127,6.874063419138026,-0.28356232129873415,1.3890042121014614,0.1293843242675752,1,True,False,False,True,True,False,False,False,False,False,False
1,-0.05510555505844758,0,-0.333085499564472,-0.28101056606905545,-0.28356232129873415,-0.270610338071121,-0.2629881601274122,1,True,False,False,True,True,False,False,False,False,False,False
1,0.01462262399876997,0,-0.333085499564472,-0.28101056606905545,-0.28356232129873415,-0.270610338071121,-0.2629881601274122,1,True,False,False,True,False,False,False,True,False,False,False
0,1.3394580260859035,1,-0.333085499564472,1.308796992213513,-0.1380791143229545,-0.2555067795310065,-0.2515255931675587,1,True,False,False,False,True,False,False,False,False,False,False
0,2.4551088910013843,0,-0.333085499564472,-0.28101056606905545,1.06090317764985,-0.270610338071121,-0.2629881601274122,1,False,False,False,True,False,False,False,False,True,False,False
0,-0.12483373411566513,0,-0.2089407077338423,-0.18262673215089886,0.4338203889611448,-0.059160518509517875,-0.2621064242074235,0,False,False,False,True,False,False,False,False,False,True,False
0,-0.19456191317288268,0,-0.333085499564472,-0.28101056606905545,-0.28356232129873415,-0.270610338071121,-0.2629881601274122,1,False,True,False,True,False,False,False,False,True,False,False
0,0.29353534022764016,0,-0.33157153868848865,1.1120293243772,-0.28356232129873415,-0.25994900263104015,0.09323315154803705,1,True,False,False,True,False,False,True,False,False,False,False
0,0.7119044145709454,0,-0.333085499564472,1.1878538078427854,-0.28356232129873415,-0.21286143777068317,5.819226215954888,0,False,False,False,True,False,False,False,False,False,False,False
1,-1.101028240916711,0,-0.333085499564472,-0.28101056606905545,-0.28356232129873415,-0.270610338071121,-0.2629881601274122,1,True,False,False,True,False,False,False,False,False,False,False
1,-0.33401827128731776,0,-0.333085499564472,-0.28101056606905545,-0.28356232129873415,-0.270610338071121,-0.2629881601274122,1,False,True,False,True,False,False,False,False,True,False,False
0,0.01462262399876997,0,-0.333085499564472,-0.28101056606905545,-0.28356232129873415,0.35041245131358734,-0.19773970204824579,0,False,False,False,True,False,False,False,False,False,True,False
0,-0.752387345630623,0,-0.24981765138539108,0.09309866226941257,-0.20162350357674333,-0.270610338071121,-0.2621064242074235,0,False,False,False,True,False,False,False,False,True,False,False
1,2.664293428173037,0,-0.333085499564472,-0.28101056606905545,-0.28356232129873415,-0.270610338071121,-0.2629881601274122,1,False,True,False,True,False,False,False,False,True,False,False
0,0.4329916983420753,0,0.7282010744998134,-0.28101056606905545,0.21141502657288394,-0.270610338071121,-0.24094476212769386,0,False,True,False,True,False,False,False,True,False,False,False
0,2.2459243538297318,1,3.229264441624206,-0.07170992575909177,-0.2685123343702052,0.010138161851007514,-0.2612246882874348,0,False,True,False,True,False,False,True,False,False,False,False
0,1.1302734889142507,0,2.850774222628384,-0.2772506743269603,-0.28356232129873415,-0.270610338071121,-0.2629881601274122,0,False,True,False,True,False,False,False,True,False,False,False
1,-0.4734746294017529,0,-0.333085499564472,-0.28101056606905545,-0.28356232129873415,-0.270610338071121,-0.2629881601274122,1,False,False,True,False,False,False,False,False,False,True,False
1,-0.6826591665734055,0,-0.333085499564472,-0.28101056606905545,-0.28356232129873415,-0.270610338071121,-0.2629881601274122,1,False,True,False,True,False,False,False,False,True,False,False
0,0.5027198773992928,0,3.812139378877772,-0.28101056606905545,-0.28356232129873415,-0.270610338071121,-0.2629881601274122,0,False,True,False,True,False,False,True,False,False,False,False
0,-0.6826591665734055,0,-0.333085499564472,-0.2722374853375001,0.9371588406819457,-0.270610338071121,-0.2629881601274122,1,False,False,False,True,False,False,False,False,False,True,False
0,1.269729847028686,0,-0.18623129459409296,-0.019071441369759582,-0.07286250429932915,-0.2483992225709526,-0.21449268452803177,0,False,False,True,False,False,False,False,False,False,True,False
1,-1.101028240916711,0,-0.333085499564472,-0.28101056606905545,-0.28356232129873415,-0.270610338071121,-0.2629881601274122,1,False,False,False,True,False,False,False,False,False,True,False
0,0.3632635192848577,0,-0.333085499564472,-0.2672242963480399,-0.28356232129873415,0.230472427612678,-0.08046882468974392,0,False,False,False,True,False,False,False,True,False,False,False
1,0.4329916983420753,0,-0.333085499564472,-0.28101056606905545,-0.28356232129873415,-0.270610338071121,-0.2629881601274122,1,True,False,False,False,False,True,False,False,False,False,False
1,-0.33401827128731776,0,-0.333085499564472,-0.28101056606905545,-0.28356232129873415,-0.270610338071121,-0.2629881601274122,1,False,False,False,True,False,False,False,False,False,True,False
0,-0.19456191317288268,0,0.333057285868175,-0.28101056606905545,-0.28356232129873415,-0.270610338071121,0.14437383490738373,0,False,False,False,True,False,False,False,False,True,False,False
0,0.15407898211320506,0,-0.333085499564472,-0.28101056606905545,-0.12135690662458903,-0.270610338071121,-0.2629881601274122,0,False,True,False,True,False,False,False,False,True,False,False
0,-0.612930987516188,0,-0.333085499564472,-0.01781814412239453,0.06760404036694084,-0.270610338071121,-0.2629881601274122,1,False,False,False,True,False,False,False,False,True,False,False
0,1.8972834585436438,0,-0.333085499564472,-0.28101056606905545,-0.28356232129873415,-0.270610338071121,-0.2629881601274122,0,False,False,False,True,False,False,False,False,False,True,False
1,1.4789143842003385,0,-0.333085499564472,-0.28101056606905545,-0.28356232129873415,-0.270610338071121,-0.2629881601274122,1,False,False,False,True,False,False,False,False,False,True,False
0,0.9210889517425981,0,1.2898805594896134,-0.28101056606905545,-0.2668401136003687,-0.270610338071121,-0.19597623020826832,0,False,True,False,True,False,False,False,False,True,False,False
1,-0.12483373411566513,0,-0.333085499564472,-0.28101056606905545,-0.28356232129873415,-0.270610338071121,-0.2629881601274122,1,False,False,False,False,False,False,False,False,False,True,False
1,0.6421762355137279,0,-0.333085499564472,-0.28101056606905545,-0.28356232129873415,-0.270610338071121,-0.2629881601274122,0,False,False,False,False,False,False,False,False,False,True,False
0,0.8513607726853806,0,-0.333085499564472,-0.28101056606905545,-0.28356232129873415,-0.270610338071121,0.27222554330575044,0,False,False,False,True,False,False,False,False,True,False,False
0,-0.4734746294017529,0,5.902919348610693,-0.28101056606905545,-0.28356232129873415,-0.270610338071121,-0.20920226900809935,0,False,False,False,True,False,False,False,False,False,True,False
1,-0.19456191317288268,0,-0.333085499564472,-0.28101056606905545,-0.28356232129873415,-0.270610338071121,-0.2629881601274122,1,True,False,False,True,True,False,False,False,False,False,False
1,-0.8221155246878407,0,-0.333085499564472,-0.28101056606905545,-0.28356232129873415,-0.270610338071121,-0.2629881601274122,1,True,False,False,True,True,False,False,False,False,False,False
0,1.9670116376008615,0,-0.2573874557653075,0.7767723107070484,-0.28356232129873415,-0.270610338071121,-0.14395381092893292,1,False,False,False,True,False,False,False,False,False,True,False
1,-0.8221155246878407,0,-0.333085499564472,-0.28101056606905545,-0.28356232129873415,-0.270610338071121,-0.2629881601274122,0,False,False,True,False,False,False,False,False,False,True,False
1,0.4329916983420753,0,-0.333085499564472,-0.28101056606905545,-0.28356232129873415,-0.270610338071121,-0.2629881601274122,1,False,True,False,True,False,False,False,False,True,False,False
1,-1.101028240916711,0,-0.333085499564472,-0.28101056606905545,-0.28356232129873415,-0.270610338071121,-0.2629881601274122,1,False,True,False,True,False,False,False,False,True,False,False
0,-0.12483373411566513,0,1.7334710961527169,-0.28101056606905545,-0.20329572434657986,-0.2510645564309728,-0.14219033908895543,0,False,True,False,True,False,False,False,False,True,False,False
1,0.15407898211320506,0,-0.333085499564472,-0.28101056606905545,-0.28356232129873415,-0.270610338071121,-0.2629881601274122,0,False,False,False,True,False,False,False,False,False,True,False
0,-0.33401827128731776,0,-0.333085499564472,-0.28101056606905545,-0.28356232129873415,-0.07426407704963238,0.236956106506201,0,False,False,False,True,False,False,False,True,False,False,False
1,-0.6826591665734055,0,-0.333085499564472,-0.28101056606905545,-0.28356232129873415,-0.270610338071121,-0.2629881601274122,1,False,False,True,False,False,False,False,False,False,True,False
1,0.22380716117042262,0,-0.333085499564472,-0.28101056606905545,-0.28356232129873415,-0.270610338071121,-0.2629881601274122,1,False,False,False,True,False,False,False,False,False,True,False
0,2.036739816658079,0,-0.333085499564472,0.3362383282582327,-0.28356232129873415,-0.26616811497108733,-0.2629881601274122,1,False,False,False,True,False,False,False,True,False,False,False
0,-0.5432028084589704,0,0.10142127184273186,-0.28101056606905545,-0.2568067889813494,-0.16843920677034638,-0.10868437412938348,0,False,False,False,False,False,False,False,False,True,False,False
0,0.6421762355137279,0,-0.333085499564472,6.202296094550358,-0.2818901005288976,13.029405623429714,1.5983563669688092,0,True,False,False,True,True,False,False,False,False,False,False
0,0.6421762355137279,0,4.835576931042475,-0.28101056606905545,-0.014334777355049993,-0.24573388871093238,-0.15806158564875267,0,False,True,False,True,False,False,True,False,False,False,False
0,-0.6826591665734055,0,-0.33157153868848865,-0.14377451748258227,0.8418422568012625,-0.2688334488311075,-0.2532890650075362,1,False,False,False,True,False,False,False,False,False,True,False
0,-2.007494568660539,0,-0.333085499564472,-0.28101056606905545,-0.28356232129873415,-0.270610338071121,-0.2629881601274122,0,False,False,False,True,False,False,False,False,False,True,False
0,-1.7983100314888865,0,-0.333085499564472,-0.28101056606905545,-0.28356232129873415,-0.270610338071121,-0.2629881601274122,1,False,False,False,True,False,False,False,False,False,True,False
0,-0.612930987516188,0,-0.333085499564472,-0.28101056606905545,-0.2785456589892245,-0.004965396689106994,-0.18186845548844854,0,False,False,False,True,False,False,False,False,False,True,False
